통계년월,행정동,연령,인구수_계,인구수_남,인구수_여,총인구수,고령인구수,고령인구비율,복지시설_수,국내노인여가시설_수,복지시설밀도,노인여가시설밀도,is_elderly,연도,월
2023-01-01,강남동,0세 ~ 9세,2304,1172,1132,51261,6196,0.1208716177991065,0.0,0.0,0.0,0.0,0,2023,1
2023-01-01,강남동,10세 ~ 19세,2233,1196,1037,51261,6196,0.1208716177991065,0.0,0.0,0.0,0.0,0,2023,1
2023-01-01,강남동,20세 ~ 29세,3017,1556,1461,51261,6196,0.1208716177991065,0.0,0.0,0.0,0.0,0,2023,1
2023-01-01,강남동,30세 ~ 39세,3702,1819,1883,51261,6196,0.1208716177991065,0.0,0.0,0.0,0.0,0,2023,1
2023-01-01,강남동,40세 ~ 49세,3959,1918,2041,51261,6196,0.1208716177991065,0.0,0.0,0.0,0.0,0,2023,1
2023-01-01,강남동,50세 ~ 59세,4215,2001,2214,51261,6196,0.1208716177991065,0.0,0.0,0.0,0.0,0,2023,1
2023-01-01,강남동,60세 ~ 69세,3640,1696,1944,51261,6196,0.1208716177991065,0.0,0.0,0.0,0.0,1,2023,1
2023-01-01,강남동,70세 ~ 79세,1617,774,843,51261,6196,0.1208716177991065,0.0,0.0,0.0,0.0,1,2023,1
2023-01-01,강남동,80세 ~ 89세,817,322,495,51261,6196,0.1208716177991065,0.0,0.0,0.0,0.0,1,2023,1
2023-01-01,강남동,90세 ~ 99세,122,28,94,51261,6196,0.1208716177991065,0.0,0.0,0.0,0.0,1,2023,1
2023-01-01,강남동,0,25635,12484,13151,51261,6196,0.1208716177991065,0.0,0.0,0.0,0.0,0,2023,1
2023-01-01,교동,0세 ~ 9세,95,55,40,7094,1120,0.1578798985057795,0.0,3.0,0.0,0.2678571428571428,0,2023,1
2023-01-01,교동,10세 ~ 19세,150,79,71,7094,1120,0.1578798985057795,0.0,3.0,0.0,0.2678571428571428,0,2023,1
2023-01-01,교동,20세 ~ 29세,979,555,424,7094,1120,0.1578798985057795,0.0,3.0,0.0,0.2678571428571428,0,2023,1
2023-01-01,교동,30세 ~ 39세,412,236,176,7094,1120,0.1578798985057795,0.0,3.0,0.0,0.2678571428571428,0,2023,1
2023-01-01,교동,40세 ~ 49세,329,173,156,7094,1120,0.1578798985057795,0.0,3.0,0.0,0.2678571428571428,0,2023,1
2023-01-01,교동,50세 ~ 59세,462,245,217,7094,1120,0.1578798985057795,0.0,3.0,0.0,0.2678571428571428,0,2023,1
2023-01-01,교동,60세 ~ 69세,534,251,283,7094,1120,0.1578798985057795,0.0,3.0,0.0,0.2678571428571428,1,2023,1
2023-01-01,교동,70세 ~ 79세,359,175,184,7094,1120,0.1578798985057795,0.0,3.0,0.0,0.2678571428571428,1,2023,1
2023-01-01,교동,80세 ~ 89세,201,65,136,7094,1120,0.1578798985057795,0.0,3.0,0.0,0.2678571428571428,1,2023,1
2023-01-01,교동,90세 ~ 99세,26,10,16,7094,1120,0.1578798985057795,0.0,3.0,0.0,0.2678571428571428,1,2023,1
2023-01-01,교동,0,3547,1844,1703,7094,1120,0.1578798985057795,0.0,3.0,0.0,0.2678571428571428,0,2023,1
2023-01-01,근화동,0세 ~ 9세,841,431,410,17109,2281,0.1333216435794026,16.0,32.0,0.9351803144543808,1.4028934677772906,0,2023,1
2023-01-01,근화동,10세 ~ 19세,646,353,293,17109,2281,0.1333216435794026,16.0,32.0,0.9351803144543808,1.4028934677772906,0,2023,1
2023-01-01,근화동,20세 ~ 29세,1038,513,525,17109,2281,0.1333216435794026,16.0,32.0,0.9351803144543808,1.4028934677772906,0,2023,1
2023-01-01,근화동,30세 ~ 39세,1522,813,709,17109,2281,0.1333216435794026,16.0,32.0,0.9351803144543808,1.4028934677772906,0,2023,1
2023-01-01,근화동,40세 ~ 49세,1088,577,511,17109,2281,0.1333216435794026,16.0,32.0,0.9351803144543808,1.4028934677772906,0,2023,1
2023-01-01,근화동,50세 ~ 59세,1137,627,510,17109,2281,0.1333216435794026,16.0,32.0,0.9351803144543808,1.4028934677772906,0,2023,1
2023-01-01,근화동,60세 ~ 69세,1149,578,571,17109,2281,0.1333216435794026,16.0,32.0,0.9351803144543808,1.4028934677772906,1,2023,1
2023-01-01,근화동,70세 ~ 79세,618,229,389,17109,2281,0.1333216435794026,16.0,32.0,0.9351803144543808,1.4028934677772906,1,2023,1
2023-01-01,근화동,80세 ~ 89세,452,157,295,17109,2281,0.1333216435794026,16.0,32.0,0.9351803144543808,1.4028934677772906,1,2023,1
2023-01-01,근화동,90세 ~ 99세,62,20,42,17109,2281,0.1333216435794026,16.0,32.0,0.9351803144543808,1.4028934677772906,1,2023,1
2023-01-01,근화동,0,8556,4301,4255,17109,2281,0.1333216435794026,16.0,32.0,0.9351803144543808,1.4028934677772906,0,2023,1
2023-01-01,남면,0세 ~ 9세,20,15,5,2144,656,0.3059701492537313,2.0,16.0,0.9328358208955224,2.4390243902439024,0,2023,1
2023-01-01,남면,10세 ~ 19세,27,19,8,2144,656,0.3059701492537313,2.0,16.0,0.9328358208955224,2.4390243902439024,0,2023,1
2023-01-01,남면,20세 ~ 29세,48,26,22,2144,656,0.3059701492537313,2.0,16.0,0.9328358208955224,2.4390243902439024,0,2023,1
2023-01-01,남면,30세 ~ 39세,50,30,20,2144,656,0.3059701492537313,2.0,16.0,0.9328358208955224,2.4390243902439024,0,2023,1
2023-01-01,남면,40세 ~ 49세,86,48,38,2144,656,0.3059701492537313,2.0,16.0,0.9328358208955224,2.4390243902439024,0,2023,1
2023-01-01,남면,50세 ~ 59세,185,111,74,2144,656,0.3059701492537313,2.0,16.0,0.9328358208955224,2.4390243902439024,0,2023,1
2023-01-01,남면,60세 ~ 69세,313,165,148,2144,656,0.3059701492537313,2.0,16.0,0.9328358208955224,2.4390243902439024,1,2023,1
2023-01-01,남면,70세 ~ 79세,185,101,84,2144,656,0.3059701492537313,2.0,16.0,0.9328358208955224,2.4390243902439024,1,2023,1
2023-01-01,남면,80세 ~ 89세,129,55,74,2144,656,0.3059701492537313,2.0,16.0,0.9328358208955224,2.4390243902439024,1,2023,1
2023-01-01,남면,90세 ~ 99세,29,9,20,2144,656,0.3059701492537313,2.0,16.0,0.9328358208955224,2.4390243902439024,1,2023,1
2023-01-01,남면,0,1072,579,493,2144,656,0.3059701492537313,2.0,16.0,0.9328358208955224,2.4390243902439024,0,2023,1
2023-01-01,남산면,0세 ~ 9세,67,41,26,6709,1832,0.2730660307050231,3.0,36.0,0.4471605306304964,1.9650655021834065,0,2023,1
2023-01-01,남산면,10세 ~ 19세,124,71,53,6709,1832,0.2730660307050231,3.0,36.0,0.4471605306304964,1.9650655021834065,0,2023,1
2023-01-01,남산면,20세 ~ 29세,197,113,84,6709,1832,0.2730660307050231,3.0,36.0,0.4471605306304964,1.9650655021834065,0,2023,1
2023-01-01,남산면,30세 ~ 39세,218,134,84,6709,1832,0.2730660307050231,3.0,36.0,0.4471605306304964,1.9650655021834065,0,2023,1
2023-01-01,남산면,40세 ~ 49세,313,185,128,6709,1832,0.2730660307050231,3.0,36.0,0.4471605306304964,1.9650655021834065,0,2023,1
2023-01-01,남산면,50세 ~ 59세,603,326,277,6709,1832,0.2730660307050231,3.0,36.0,0.4471605306304964,1.9650655021834065,0,2023,1
2023-01-01,남산면,60세 ~ 69세,940,499,441,6709,1832,0.2730660307050231,3.0,36.0,0.4471605306304964,1.9650655021834065,1,2023,1
2023-01-01,남산면,70세 ~ 79세,530,272,258,6709,1832,0.2730660307050231,3.0,36.0,0.4471605306304964,1.9650655021834065,1,2023,1
2023-01-01,남산면,80세 ~ 89세,308,116,192,6709,1832,0.2730660307050231,3.0,36.0,0.4471605306304964,1.9650655021834065,1,2023,1
2023-01-01,남산면,90세 ~ 99세,54,14,40,6709,1832,0.2730660307050231,3.0,36.0,0.4471605306304964,1.9650655021834065,1,2023,1
2023-01-01,남산면,0,3355,1771,1584,6709,1832,0.2730660307050231,3.0,36.0,0.4471605306304964,1.9650655021834065,0,2023,1
2023-01-01,동내면,0세 ~ 9세,1112,585,527,33725,4457,0.1321571534469977,18.0,37.0,0.5337286879169756,0.8301548126542516,0,2023,1
2023-01-01,동내면,10세 ~ 19세,1630,810,820,33725,4457,0.1321571534469977,18.0,37.0,0.5337286879169756,0.8301548126542516,0,2023,1
2023-01-01,동내면,20세 ~ 29세,2038,1057,981,33725,4457,0.1321571534469977,18.0,37.0,0.5337286879169756,0.8301548126542516,0,2023,1
2023-01-01,동내면,30세 ~ 39세,2113,1123,990,33725,4457,0.1321571534469977,18.0,37.0,0.5337286879169756,0.8301548126542516,0,2023,1
2023-01-01,동내면,40세 ~ 49세,2722,1348,1374,33725,4457,0.1321571534469977,18.0,37.0,0.5337286879169756,0.8301548126542516,0,2023,1
2023-01-01,동내면,50세 ~ 59세,2789,1432,1357,33725,4457,0.1321571534469977,18.0,37.0,0.5337286879169756,0.8301548126542516,0,2023,1
2023-01-01,동내면,60세 ~ 69세,2545,1267,1278,33725,4457,0.1321571534469977,18.0,37.0,0.5337286879169756,0.8301548126542516,1,2023,1
2023-01-01,동내면,70세 ~ 79세,1107,505,602,33725,4457,0.1321571534469977,18.0,37.0,0.5337286879169756,0.8301548126542516,1,2023,1
2023-01-01,동내면,80세 ~ 89세,692,268,424,33725,4457,0.1321571534469977,18.0,37.0,0.5337286879169756,0.8301548126542516,1,2023,1
2023-01-01,동내면,90세 ~ 99세,113,27,86,33725,4457,0.1321571534469977,18.0,37.0,0.5337286879169756,0.8301548126542516,1,2023,1
2023-01-01,동내면,0,16864,8423,8441,33725,4457,0.1321571534469977,18.0,37.0,0.5337286879169756,0.8301548126542516,0,2023,1
2023-01-01,동면,0세 ~ 9세,1723,899,824,38724,4627,0.1194866232827187,15.0,48.0,0.3873566780291292,1.0373892370866653,0,2023,1
2023-01-01,동면,10세 ~ 19세,2521,1315,1206,38724,4627,0.1194866232827187,15.0,48.0,0.3873566780291292,1.0373892370866653,0,2023,1
2023-01-01,동면,20세 ~ 29세,1910,1038,872,38724,4627,0.1194866232827187,15.0,48.0,0.3873566780291292,1.0373892370866653,0,2023,1
2023-01-01,동면,30세 ~ 39세,2033,963,1070,38724,4627,0.1194866232827187,15.0,48.0,0.3873566780291292,1.0373892370866653,0,2023,1
2023-01-01,동면,40세 ~ 49세,3507,1696,1811,38724,4627,0.1194866232827187,15.0,48.0,0.3873566780291292,1.0373892370866653,0,2023,1
2023-01-01,동면,50세 ~ 59세,3040,1578,1462,38724,4627,0.1194866232827187,15.0,48.0,0.3873566780291292,1.0373892370866653,0,2023,1
2023-01-01,동면,60세 ~ 69세,2813,1384,1429,38724,4627,0.1194866232827187,15.0,48.0,0.3873566780291292,1.0373892370866653,1,2023,1
2023-01-01,동면,70세 ~ 79세,1080,486,594,38724,4627,0.1194866232827187,15.0,48.0,0.3873566780291292,1.0373892370866653,1,2023,1
2023-01-01,동면,80세 ~ 89세,606,204,402,38724,4627,0.1194866232827187,15.0,48.0,0.3873566780291292,1.0373892370866653,1,2023,1
2023-01-01,동면,90세 ~ 99세,128,24,104,38724,4627,0.1194866232827187,15.0,48.0,0.3873566780291292,1.0373892370866653,1,2023,1
2023-01-01,동면,0,19363,9587,9776,38724,4627,0.1194866232827187,15.0,48.0,0.3873566780291292,1.0373892370866653,0,2023,1
2023-01-01,동산면,0세 ~ 9세,23,8,15,2883,859,0.297953520638224,2.0,22.0,0.693721817551162,2.5611175785797435,0,2023,1
2023-01-01,동산면,10세 ~ 19세,52,30,22,2883,859,0.297953520638224,2.0,22.0,0.693721817551162,2.5611175785797435,0,2023,1
2023-01-01,동산면,20세 ~ 29세,95,60,35,2883,859,0.297953520638224,2.0,22.0,0.693721817551162,2.5611175785797435,0,2023,1
2023-01-01,동산면,30세 ~ 39세,93,62,31,2883,859,0.297953520638224,2.0,22.0,0.693721817551162,2.5611175785797435,0,2023,1
2023-01-01,동산면,40세 ~ 49세,104,65,39,2883,859,0.297953520638224,2.0,22.0,0.693721817551162,2.5611175785797435,0,2023,1
2023-01-01,동산면,50세 ~ 59세,215,124,91,2883,859,0.297953520638224,2.0,22.0,0.693721817551162,2.5611175785797435,0,2023,1
2023-01-01,동산면,60세 ~ 69세,440,252,188,2883,859,0.297953520638224,2.0,22.0,0.693721817551162,2.5611175785797435,1,2023,1
2023-01-01,동산면,70세 ~ 79세,219,105,114,2883,859,0.297953520638224,2.0,22.0,0.693721817551162,2.5611175785797435,1,2023,1
2023-01-01,동산면,80세 ~ 89세,182,70,112,2883,859,0.297953520638224,2.0,22.0,0.693721817551162,2.5611175785797435,1,2023,1
2023-01-01,동산면,90세 ~ 99세,18,4,14,2883,859,0.297953520638224,2.0,22.0,0.693721817551162,2.5611175785797435,1,2023,1
2023-01-01,동산면,0,1442,780,662,2883,859,0.297953520638224,2.0,22.0,0.693721817551162,2.5611175785797435,0,2023,1
2023-01-01,북산면,0세 ~ 9세,11,6,5,1950,648,0.3323076923076923,1.0,12.0,0.5128205128205128,1.851851851851852,0,2023,1
2023-01-01,북산면,10세 ~ 19세,16,9,7,1950,648,0.3323076923076923,1.0,12.0,0.5128205128205128,1.851851851851852,0,2023,1
2023-01-01,북산면,20세 ~ 29세,28,15,13,1950,648,0.3323076923076923,1.0,12.0,0.5128205128205128,1.851851851851852,0,2023,1
2023-01-01,북산면,30세 ~ 39세,33,26,7,1950,648,0.3323076923076923,1.0,12.0,0.5128205128205128,1.851851851851852,0,2023,1
2023-01-01,북산면,40세 ~ 49세,56,35,21,1950,648,0.3323076923076923,1.0,12.0,0.5128205128205128,1.851851851851852,0,2023,1
2023-01-01,북산면,50세 ~ 59세,183,109,74,1950,648,0.3323076923076923,1.0,12.0,0.5128205128205128,1.851851851851852,0,2023,1
2023-01-01,북산면,60세 ~ 69세,317,188,129,1950,648,0.3323076923076923,1.0,12.0,0.5128205128205128,1.851851851851852,1,2023,1
2023-01-01,북산면,70세 ~ 79세,198,106,92,1950,648,0.3323076923076923,1.0,12.0,0.5128205128205128,1.851851851851852,1,2023,1
2023-01-01,북산면,80세 ~ 89세,122,52,70,1950,648,0.3323076923076923,1.0,12.0,0.5128205128205128,1.851851851851852,1,2023,1
2023-01-01,북산면,90세 ~ 99세,11,1,10,1950,648,0.3323076923076923,1.0,12.0,0.5128205128205128,1.851851851851852,1,2023,1
2023-01-01,북산면,0,975,547,428,1950,648,0.3323076923076923,1.0,12.0,0.5128205128205128,1.851851851851852,0,2023,1
2023-01-01,사북면,0세 ~ 9세,56,25,31,4849,1421,0.2930501134254485,3.0,34.0,0.6186842647968653,2.3926812104152004,0,2023,1
2023-01-01,사북면,10세 ~ 19세,120,64,56,4849,1421,0.2930501134254485,3.0,34.0,0.6186842647968653,2.3926812104152004,0,2023,1
2023-01-01,사북면,20세 ~ 29세,151,99,52,4849,1421,0.2930501134254485,3.0,34.0,0.6186842647968653,2.3926812104152004,0,2023,1
2023-01-01,사북면,30세 ~ 39세,107,61,46,4849,1421,0.2930501134254485,3.0,34.0,0.6186842647968653,2.3926812104152004,0,2023,1
2023-01-01,사북면,40세 ~ 49세,170,80,90,4849,1421,0.2930501134254485,3.0,34.0,0.6186842647968653,2.3926812104152004,0,2023,1
2023-01-01,사북면,50세 ~ 59세,399,197,202,4849,1421,0.2930501134254485,3.0,34.0,0.6186842647968653,2.3926812104152004,0,2023,1
2023-01-01,사북면,60세 ~ 69세,751,389,362,4849,1421,0.2930501134254485,3.0,34.0,0.6186842647968653,2.3926812104152004,1,2023,1
2023-01-01,사북면,70세 ~ 79세,365,193,172,4849,1421,0.2930501134254485,3.0,34.0,0.6186842647968653,2.3926812104152004,1,2023,1
2023-01-01,사북면,80세 ~ 89세,267,88,179,4849,1421,0.2930501134254485,3.0,34.0,0.6186842647968653,2.3926812104152004,1,2023,1
2023-01-01,사북면,90세 ~ 99세,38,6,32,4849,1421,0.2930501134254485,3.0,34.0,0.6186842647968653,2.3926812104152004,1,2023,1
2023-01-01,사북면,0,2425,1203,1222,4849,1421,0.2930501134254485,3.0,34.0,0.6186842647968653,2.3926812104152004,0,2023,1
2023-01-01,서면,0세 ~ 9세,94,39,55,7388,2114,0.2861396859772604,4.0,34.0,0.5414185165132648,1.608325449385052,0,2023,1
2023-01-01,서면,10세 ~ 19세,142,89,53,7388,2114,0.2861396859772604,4.0,34.0,0.5414185165132648,1.608325449385052,0,2023,1
2023-01-01,서면,20세 ~ 29세,209,121,88,7388,2114,0.2861396859772604,4.0,34.0,0.5414185165132648,1.608325449385052,0,2023,1
2023-01-01,서면,30세 ~ 39세,204,108,96,7388,2114,0.2861396859772604,4.0,34.0,0.5414185165132648,1.608325449385052,0,2023,1
2023-01-01,서면,40세 ~ 49세,289,169,120,7388,2114,0.2861396859772604,4.0,34.0,0.5414185165132648,1.608325449385052,0,2023,1
2023-01-01,서면,50세 ~ 59세,641,363,278,7388,2114,0.2861396859772604,4.0,34.0,0.5414185165132648,1.608325449385052,0,2023,1
2023-01-01,서면,60세 ~ 69세,1033,548,485,7388,2114,0.2861396859772604,4.0,34.0,0.5414185165132648,1.608325449385052,1,2023,1
2023-01-01,서면,70세 ~ 79세,593,298,295,7388,2114,0.2861396859772604,4.0,34.0,0.5414185165132648,1.608325449385052,1,2023,1
2023-01-01,서면,80세 ~ 89세,407,143,264,7388,2114,0.2861396859772604,4.0,34.0,0.5414185165132648,1.608325449385052,1,2023,1
2023-01-01,서면,90세 ~ 99세,81,19,62,7388,2114,0.2861396859772604,4.0,34.0,0.5414185165132648,1.608325449385052,1,2023,1
2023-01-01,서면,0,3695,1897,1798,7388,2114,0.2861396859772604,4.0,34.0,0.5414185165132648,1.608325449385052,0,2023,1
2023-01-01,석사동,0세 ~ 9세,1964,1004,960,67730,8120,0.1198877897534327,15.0,34.0,0.2214675919090506,0.41871921182266,0,2023,1
2023-01-01,석사동,10세 ~ 19세,3984,2028,1956,67730,8120,0.1198877897534327,15.0,34.0,0.2214675919090506,0.41871921182266,0,2023,1
2023-01-01,석사동,20세 ~ 29세,4926,2643,2283,67730,8120,0.1198877897534327,15.0,34.0,0.2214675919090506,0.41871921182266,0,2023,1
2023-01-01,석사동,30세 ~ 39세,3437,1825,1612,67730,8120,0.1198877897534327,15.0,34.0,0.2214675919090506,0.41871921182266,0,2023,1
2023-01-01,석사동,40세 ~ 49세,5323,2555,2768,67730,8120,0.1198877897534327,15.0,34.0,0.2214675919090506,0.41871921182266,0,2023,1
2023-01-01,석사동,50세 ~ 59세,6109,3046,3063,67730,8120,0.1198877897534327,15.0,34.0,0.2214675919090506,0.41871921182266,0,2023,1
2023-01-01,석사동,60세 ~ 69세,4453,2158,2295,67730,8120,0.1198877897534327,15.0,34.0,0.2214675919090506,0.41871921182266,1,2023,1
2023-01-01,석사동,70세 ~ 79세,2151,941,1210,67730,8120,0.1198877897534327,15.0,34.0,0.2214675919090506,0.41871921182266,1,2023,1
2023-01-01,석사동,80세 ~ 89세,1330,492,838,67730,8120,0.1198877897534327,15.0,34.0,0.2214675919090506,0.41871921182266,1,2023,1
2023-01-01,석사동,90세 ~ 99세,186,49,137,67730,8120,0.1198877897534327,15.0,34.0,0.2214675919090506,0.41871921182266,1,2023,1
2023-01-01,석사동,0,33867,16742,17125,67730,8120,0.1198877897534327,15.0,34.0,0.2214675919090506,0.41871921182266,0,2023,1
2023-01-01,소양동,0세 ~ 9세,635,318,317,17989,2617,0.1454777919839902,5.0,7.0,0.277947634665629,0.2674818494459304,0,2023,1
2023-01-01,소양동,10세 ~ 19세,742,401,341,17989,2617,0.1454777919839902,5.0,7.0,0.277947634665629,0.2674818494459304,0,2023,1
2023-01-01,소양동,20세 ~ 29세,1103,585,518,17989,2617,0.1454777919839902,5.0,7.0,0.277947634665629,0.2674818494459304,0,2023,1
2023-01-01,소양동,30세 ~ 39세,1094,568,526,17989,2617,0.1454777919839902,5.0,7.0,0.277947634665629,0.2674818494459304,0,2023,1
2023-01-01,소양동,40세 ~ 49세,1279,679,600,17989,2617,0.1454777919839902,5.0,7.0,0.277947634665629,0.2674818494459304,0,2023,1
2023-01-01,소양동,50세 ~ 59세,1523,743,780,17989,2617,0.1454777919839902,5.0,7.0,0.277947634665629,0.2674818494459304,0,2023,1
2023-01-01,소양동,60세 ~ 69세,1364,643,721,17989,2617,0.1454777919839902,5.0,7.0,0.277947634665629,0.2674818494459304,1,2023,1
2023-01-01,소양동,70세 ~ 79세,738,290,448,17989,2617,0.1454777919839902,5.0,7.0,0.277947634665629,0.2674818494459304,1,2023,1
2023-01-01,소양동,80세 ~ 89세,458,173,285,17989,2617,0.1454777919839902,5.0,7.0,0.277947634665629,0.2674818494459304,1,2023,1
2023-01-01,소양동,90세 ~ 99세,57,14,43,17989,2617,0.1454777919839902,5.0,7.0,0.277947634665629,0.2674818494459304,1,2023,1
2023-01-01,소양동,0,8996,4415,4581,17989,2617,0.1454777919839902,5.0,7.0,0.277947634665629,0.2674818494459304,0,2023,1
2023-01-01,신동면,0세 ~ 9세,98,53,45,5192,1242,0.2392141756548536,4.0,28.0,0.7704160246533128,2.254428341384863,0,2023,1
2023-01-01,신동면,10세 ~ 19세,138,63,75,5192,1242,0.2392141756548536,4.0,28.0,0.7704160246533128,2.254428341384863,0,2023,1
2023-01-01,신동면,20세 ~ 29세,207,125,82,5192,1242,0.2392141756548536,4.0,28.0,0.7704160246533128,2.254428341384863,0,2023,1
2023-01-01,신동면,30세 ~ 39세,186,96,90,5192,1242,0.2392141756548536,4.0,28.0,0.7704160246533128,2.254428341384863,0,2023,1
2023-01-01,신동면,40세 ~ 49세,256,146,110,5192,1242,0.2392141756548536,4.0,28.0,0.7704160246533128,2.254428341384863,0,2023,1
2023-01-01,신동면,50세 ~ 59세,469,265,204,5192,1242,0.2392141756548536,4.0,28.0,0.7704160246533128,2.254428341384863,0,2023,1
2023-01-01,신동면,60세 ~ 69세,662,336,326,5192,1242,0.2392141756548536,4.0,28.0,0.7704160246533128,2.254428341384863,1,2023,1
2023-01-01,신동면,70세 ~ 79세,291,150,141,5192,1242,0.2392141756548536,4.0,28.0,0.7704160246533128,2.254428341384863,1,2023,1
2023-01-01,신동면,80세 ~ 89세,252,95,157,5192,1242,0.2392141756548536,4.0,28.0,0.7704160246533128,2.254428341384863,1,2023,1
2023-01-01,신동면,90세 ~ 99세,37,8,29,5192,1242,0.2392141756548536,4.0,28.0,0.7704160246533128,2.254428341384863,1,2023,1
2023-01-01,신동면,0,2596,1337,1259,5192,1242,0.2392141756548536,4.0,28.0,0.7704160246533128,2.254428341384863,0,2023,1
2023-01-01,신북읍,0세 ~ 9세,268,125,143,14662,3311,0.2258218524075842,6.0,49.0,0.4092211158095757,1.4799154334038054,0,2023,1
2023-01-01,신북읍,10세 ~ 19세,393,203,190,14662,3311,0.2258218524075842,6.0,49.0,0.4092211158095757,1.4799154334038054,0,2023,1
2023-01-01,신북읍,20세 ~ 29세,647,386,261,14662,3311,0.2258218524075842,6.0,49.0,0.4092211158095757,1.4799154334038054,0,2023,1
2023-01-01,신북읍,30세 ~ 39세,603,324,279,14662,3311,0.2258218524075842,6.0,49.0,0.4092211158095757,1.4799154334038054,0,2023,1
2023-01-01,신북읍,40세 ~ 49세,807,437,370,14662,3311,0.2258218524075842,6.0,49.0,0.4092211158095757,1.4799154334038054,0,2023,1
2023-01-01,신북읍,50세 ~ 59세,1300,690,610,14662,3311,0.2258218524075842,6.0,49.0,0.4092211158095757,1.4799154334038054,0,2023,1
2023-01-01,신북읍,60세 ~ 69세,1604,823,781,14662,3311,0.2258218524075842,6.0,49.0,0.4092211158095757,1.4799154334038054,1,2023,1
2023-01-01,신북읍,70세 ~ 79세,894,399,495,14662,3311,0.2258218524075842,6.0,49.0,0.4092211158095757,1.4799154334038054,1,2023,1
2023-01-01,신북읍,80세 ~ 89세,703,255,448,14662,3311,0.2258218524075842,6.0,49.0,0.4092211158095757,1.4799154334038054,1,2023,1
2023-01-01,신북읍,90세 ~ 99세,110,33,77,14662,3311,0.2258218524075842,6.0,49.0,0.4092211158095757,1.4799154334038054,1,2023,1
2023-01-01,신북읍,0,7333,3676,3657,14662,3311,0.2258218524075842,6.0,49.0,0.4092211158095757,1.4799154334038054,0,2023,1
2023-01-01,신사우동,0세 ~ 9세,2468,1281,1187,49900,6107,0.1223847695390781,11.0,32.0,0.220440881763527,0.5239888652366137,0,2023,1
2023-01-01,신사우동,10세 ~ 19세,2376,1254,1122,49900,6107,0.1223847695390781,11.0,32.0,0.220440881763527,0.5239888652366137,0,2023,1
2023-01-01,신사우동,20세 ~ 29세,2906,1630,1276,49900,6107,0.1223847695390781,11.0,32.0,0.220440881763527,0.5239888652366137,0,2023,1
2023-01-01,신사우동,30세 ~ 39세,3558,1804,1754,49900,6107,0.1223847695390781,11.0,32.0,0.220440881763527,0.5239888652366137,0,2023,1
2023-01-01,신사우동,40세 ~ 49세,3773,1878,1895,49900,6107,0.1223847695390781,11.0,32.0,0.220440881763527,0.5239888652366137,0,2023,1
2023-01-01,신사우동,50세 ~ 59세,3761,1899,1862,49900,6107,0.1223847695390781,11.0,32.0,0.220440881763527,0.5239888652366137,0,2023,1
2023-01-01,신사우동,60세 ~ 69세,3330,1602,1728,49900,6107,0.1223847695390781,11.0,32.0,0.220440881763527,0.5239888652366137,1,2023,1
2023-01-01,신사우동,70세 ~ 79세,1653,745,908,49900,6107,0.1223847695390781,11.0,32.0,0.220440881763527,0.5239888652366137,1,2023,1
2023-01-01,신사우동,80세 ~ 89세,978,351,627,49900,6107,0.1223847695390781,11.0,32.0,0.220440881763527,0.5239888652366137,1,2023,1
2023-01-01,신사우동,90세 ~ 99세,146,32,114,49900,6107,0.1223847695390781,11.0,32.0,0.220440881763527,0.5239888652366137,1,2023,1
2023-01-01,신사우동,0,24951,12476,12475,49900,6107,0.1223847695390781,11.0,32.0,0.220440881763527,0.5239888652366137,0,2023,1
2023-01-01,약사명동,0세 ~ 9세,516,258,258,10565,1380,0.130619971604354,2.0,5.0,0.1893043066729768,0.3623188405797101,0,2023,1
2023-01-01,약사명동,10세 ~ 19세,390,202,188,10565,1380,0.130619971604354,2.0,5.0,0.1893043066729768,0.3623188405797101,0,2023,1
2023-01-01,약사명동,20세 ~ 29세,584,293,291,10565,1380,0.130619971604354,2.0,5.0,0.1893043066729768,0.3623188405797101,0,2023,1
2023-01-01,약사명동,30세 ~ 39세,928,469,459,10565,1380,0.130619971604354,2.0,5.0,0.1893043066729768,0.3623188405797101,0,2023,1
2023-01-01,약사명동,40세 ~ 49세,772,398,374,10565,1380,0.130619971604354,2.0,5.0,0.1893043066729768,0.3623188405797101,0,2023,1
2023-01-01,약사명동,50세 ~ 59세,712,362,350,10565,1380,0.130619971604354,2.0,5.0,0.1893043066729768,0.3623188405797101,0,2023,1
2023-01-01,약사명동,60세 ~ 69세,705,327,378,10565,1380,0.130619971604354,2.0,5.0,0.1893043066729768,0.3623188405797101,1,2023,1
2023-01-01,약사명동,70세 ~ 79세,401,153,248,10565,1380,0.130619971604354,2.0,5.0,0.1893043066729768,0.3623188405797101,1,2023,1
2023-01-01,약사명동,80세 ~ 89세,232,86,146,10565,1380,0.130619971604354,2.0,5.0,0.1893043066729768,0.3623188405797101,1,2023,1
2023-01-01,약사명동,90세 ~ 99세,42,8,34,10565,1380,0.130619971604354,2.0,5.0,0.1893043066729768,0.3623188405797101,1,2023,1
2023-01-01,약사명동,0,5283,2556,2727,10565,1380,0.130619971604354,2.0,5.0,0.1893043066729768,0.3623188405797101,0,2023,1
2023-01-01,조운동,0세 ~ 9세,67,37,30,5181,1084,0.2092260181432156,5.0,9.0,0.9650646593321752,0.8302583025830259,0,2023,1
2023-01-01,조운동,10세 ~ 19세,109,60,49,5181,1084,0.2092260181432156,5.0,9.0,0.9650646593321752,0.8302583025830259,0,2023,1
